date,open,high,close,low,volume,amount
2008-06-06,3.12,3.24,3.22,3.12,380306.0,9154100.0
2008-06-10,3.11,3.12,2.9,2.9,881235.0,19974550.0
2008-06-11,2.89,2.98,2.96,2.87,786526.0,17296814.0
2008-06-12,2.93,2.96,2.88,2.74,615232.0,13184734.0
2008-06-13,2.87,2.99,2.89,2.87,713711.0,15708505.0
2008-06-16,2.95,2.95,2.8,2.76,359835.0,7598490.0
2008-06-17,2.84,2.9,2.82,2.77,430785.0,9153896.0
2008-06-18,2.81,3.0,2.98,2.8,644715.0,14126398.0
2008-06-19,2.98,2.98,2.68,2.68,1584050.0,33222214.0
2008-06-20,2.63,2.84,2.76,2.52,1619676.0,32935878.0
2008-06-23,2.7,2.72,2.49,2.48,927055.0,17821916.0
2008-06-24,2.47,2.56,2.54,2.42,671867.0,12600308.0
2008-06-25,2.53,2.69,2.67,2.52,676722.0,13323357.0
2008-06-26,2.67,2.73,2.69,2.63,344300.0,6919039.0
2008-06-27,2.63,2.63,2.43,2.42,516324.0,9646860.0
2008-06-30,2.4,2.6,2.59,2.33,805825.0,15086164.0
2008-07-01,2.57,2.59,2.53,2.52,458897.0,8772110.0
2008-07-02,2.53,2.69,2.68,2.52,661596.0,13086273.0
2008-07-03,2.6,2.88,2.8,2.6,2144129.0,44977253.0
2008-07-04,2.8,2.92,2.85,2.76,1202925.0,25762798.0
2008-07-07,2.85,2.94,2.91,2.8,614921.0,13361325.0
2008-07-08,2.91,2.91,2.87,2.81,625006.0,13382997.0
2008-07-09,2.88,2.95,2.95,2.82,751823.0,16328507.0
2008-07-10,2.89,3.01,2.86,2.85,1223031.0,26951592.0
2008-07-11,2.84,2.89,2.8,2.75,598474.0,12715537.0
2008-07-14,2.79,2.87,2.85,2.79,330552.0,7031410.0
2008-07-15,2.87,2.92,2.8,2.79,522983.0,11111142.0
2008-07-16,2.8,2.8,2.61,2.58,483532.0,9693845.0
2008-07-17,2.64,2.69,2.56,2.53,448471.0,8832316.0
2008-07-18,2.56,2.66,2.66,2.53,180228.0,3504675.0
2008-07-21,2.65,2.81,2.77,2.64,384920.0,7908368.0
2008-07-22,2.8,2.95,2.95,2.76,831875.0,17902822.0
2008-07-23,3.09,3.09,3.01,2.92,1296915.0,29372158.0
2008-07-24,2.98,3.08,3.03,2.94,661698.0,14904648.0
2008-07-25,2.98,3.09,3.03,2.98,349098.0,7972379.0
2008-07-28,3.03,3.08,3.03,3.01,457313.0,10441082.0
2008-07-29,3.09,3.24,3.19,3.04,1505655.0,35105368.0
2008-07-30,3.19,3.3,3.21,3.17,1396352.0,33880877.0
2008-07-31,3.21,3.24,3.13,3.07,835994.0,19802795.0
2008-08-01,3.13,3.28,3.25,3.13,1088799.0,26357133.0
2008-08-04,3.26,3.36,3.32,3.2,654269.0,16267175.0
2008-08-05,3.31,3.38,3.18,3.18,732040.0,17653024.0
2008-08-06,3.21,3.23,3.12,3.08,533804.0,12607697.0
2008-08-07,3.12,3.18,3.1,3.04,490125.0,11410080.0
2008-08-08,3.11,3.13,2.96,2.93,464739.0,10540936.0
2008-08-11,2.96,3.06,2.77,2.74,1410933.0,30493418.0
2008-08-12,2.8,3.05,3.0,2.76,1637160.0,36760888.0
2008-08-13,2.89,3.07,2.97,2.81,1012297.0,22110447.0
2008-08-14,2.9,3.13,3.07,2.89,753649.0,17219283.0
2008-08-15,3.05,3.16,3.12,3.03,437981.0,10188520.0
2008-08-18,3.13,3.28,3.12,3.08,1154836.0,27674771.0
2008-08-19,3.05,3.24,3.19,2.95,852265.0,20044557.0
2008-08-20,3.21,3.46,3.36,3.14,1546683.0,38597526.0
2008-08-21,3.36,3.36,3.31,3.24,881508.0,21764966.0
2008-08-22,3.28,3.31,3.18,3.14,563326.0,13572940.0
2008-08-25,3.13,3.25,3.09,3.04,601569.0,14100143.0
2008-08-26,3.05,3.17,3.16,2.96,597328.0,13600886.0
2008-08-27,3.08,3.2,2.98,2.92,550727.0,12599502.0
2008-08-28,2.98,3.06,3.05,2.95,445468.0,10117524.0
2008-08-29,3.04,3.18,3.15,3.04,510982.0,11964383.0
2008-09-01,3.15,3.17,3.01,3.0,380539.0,8754020.0
2008-09-02,3.0,3.0,2.88,2.87,468808.0,10295183.0
2008-09-03,2.88,2.9,2.9,2.67,855403.0,17693748.0
2008-09-04,2.85,2.88,2.82,2.75,243447.0,5128179.0
2008-09-08,2.77,2.77,2.69,2.67,352229.0,7099648.0
2008-09-09,2.7,2.73,2.67,2.62,190502.0,3832289.0
2008-09-10,2.62,2.75,2.73,2.59,191497.0,3850386.0
2008-09-11,2.68,2.74,2.73,2.64,129021.0,2616668.0
2008-09-12,2.73,2.8,2.73,2.71,121173.0,2495463.0
2008-09-16,2.79,2.79,2.64,2.61,149000.0,3006470.0
2008-09-17,2.62,2.73,2.68,2.62,172033.0,3453285.0
2008-09-18,2.65,2.73,2.68,2.53,482816.0,9506540.0
2008-09-19,2.94,2.95,2.95,2.83,614379.0,13542610.0
2008-09-22,3.02,3.23,2.98,2.94,1033904.0,23619405.0
2008-09-23,2.87,2.93,2.77,2.77,331597.0,7001600.0
2008-09-24,2.67,2.76,2.67,2.64,608150.0,12187546.0
2008-09-25,2.67,2.83,2.82,2.64,984255.0,20099142.0
2008-09-26,2.81,2.81,2.74,2.69,473367.0,9719388.0
2008-10-06,2.71,2.8,2.73,2.65,405066.0,8323508.0
2008-10-07,2.67,2.81,2.74,2.64,266728.0,5487566.0
2008-10-08,2.67,2.78,2.75,2.67,108329.0,2235484.0
2008-10-09,2.77,2.78,2.7,2.69,100815.0,2057796.0
2008-10-10,2.67,2.67,2.58,2.46,267993.0,5160743.0
2008-10-13,2.57,2.61,2.59,2.48,157295.0,2991274.0
2008-10-14,2.69,2.71,2.55,2.55,265069.0,5232523.0
2008-10-15,2.58,2.6,2.58,2.53,162247.0,3135019.0
2008-10-16,2.53,2.55,2.41,2.38,362115.0,6663052.0
2008-10-17,2.31,2.39,2.34,2.22,426845.0,5605928.0
2008-10-20,2.31,2.42,2.4,2.24,202355.0,2723468.0
2008-10-21,2.4,2.43,2.39,2.37,191372.0,2630874.0
2008-10-22,2.36,2.43,2.36,2.29,148663.0,2042659.0
2008-10-23,2.29,2.36,2.35,2.29,145234.0,1927979.0
2008-10-24,2.35,2.39,2.35,2.32,82500.0,1104121.0
2008-10-27,2.29,2.35,2.12,2.12,280450.0,3541829.0
2008-10-28,2.06,2.14,2.1,2.01,245551.0,2921121.0
2008-10-29,2.15,2.16,2.13,2.1,248519.0,3030053.0
2008-10-30,2.17,2.22,2.18,2.12,280220.0,3511845.0
2008-10-31,2.18,2.21,2.17,2.16,48279.0,603398.0
2008-11-03,2.17,2.2,2.15,2.13,52271.0,643653.0
2008-11-04,2.14,2.16,2.12,2.1,179350.0,2195651.0
2008-11-05,2.17,2.23,2.22,2.12,227769.0,2869479.0
2008-11-06,2.19,2.24,2.2,2.15,214885.0,2703616.0
2008-11-07,2.15,2.22,2.2,2.15,172824.0,2152110.0
2008-11-10,2.22,2.4,2.34,2.22,262475.0,3477593.0
2008-11-11,2.31,2.35,2.31,2.27,412742.0,5427597.0
2008-11-12,2.3,2.37,2.37,2.27,229327.0,3055772.0
2008-11-13,2.34,2.48,2.46,2.32,425628.0,5904697.0
2008-11-14,2.46,2.52,2.49,2.43,421429.0,5973047.0
2008-11-17,2.44,2.55,2.54,2.43,379022.0,5455140.0
2008-11-18,2.5,2.67,2.47,2.36,740642.0,10824330.0
2008-11-19,2.45,2.64,2.63,2.39,432261.0,6291099.0
2008-11-20,2.58,2.74,2.59,2.54,420794.0,6362142.0
2008-11-21,2.59,2.62,2.53,2.45,309550.0,4498319.0
2008-11-24,2.57,2.62,2.4,2.4,464455.0,6627286.0
2008-11-25,2.41,2.48,2.44,2.4,326538.0,4545557.0
2008-11-26,2.41,2.47,2.46,2.41,209177.0,2910738.0
2008-11-27,2.62,2.62,2.44,2.44,681624.0,9771274.0
2008-11-28,2.42,2.45,2.4,2.38,246024.0,3385815.0
2008-12-02,2.54,2.65,2.65,2.42,2585404.0,37525796.0
2008-12-03,2.65,2.85,2.79,2.65,1957915.0,31057758.0
2008-12-04,2.81,3.01,2.74,2.71,2753350.0,44537236.0
2008-12-05,2.73,2.89,2.87,2.71,1197191.0,19390108.0
2008-12-08,2.92,3.0,2.95,2.85,1534378.0,25662264.0
2008-12-09,2.95,3.01,2.87,2.86,946559.0,15750381.0
2008-12-10,2.85,2.97,2.95,2.85,729947.0,12166494.0
2008-12-11,2.96,3.04,2.91,2.9,781300.0,13328671.0
2008-12-12,2.88,2.94,2.76,2.71,1934236.0,30592326.0
2008-12-15,2.82,2.82,2.79,2.74,677525.0,10748909.0
2008-12-16,2.74,3.06,3.03,2.73,1175698.0,19556630.0
2008-12-17,3.05,3.14,2.99,2.95,977781.0,17127412.0
2008-12-18,3.06,3.14,3.08,2.97,704445.0,12346721.0
2008-12-19,3.13,3.16,3.13,3.03,924893.0,16370154.0
2008-12-22,3.13,3.26,3.22,3.09,1490384.0,27083946.0
2008-12-23,3.24,3.24,3.0,3.0,1708244.0,30756534.0
2008-12-24,3.01,3.15,3.13,2.88,1136659.0,19544676.0
2008-12-25,3.08,3.15,3.13,3.04,688631.0,12194877.0
2008-12-26,3.13,3.27,3.2,3.13,1194228.0,21825940.0
2008-12-30,3.13,3.21,3.09,3.08,1392418.0,24928272.0
2008-12-31,3.09,3.17,3.13,3.03,751554.0,13248479.0
2009-01-05,3.13,3.22,3.21,3.12,1182142.0,21386534.0
2009-01-06,3.2,3.27,3.25,3.12,900635.0,16423060.0
2009-01-07,3.18,3.41,3.35,3.18,866457.0,16573864.0
2009-01-08,3.27,3.41,3.41,3.25,563580.0,10809459.0
2009-01-09,3.41,3.51,3.48,3.41,731475.0,14529830.0
2009-01-12,3.47,3.56,3.42,3.4,786268.0,15742217.0
2009-01-13,3.39,3.41,3.4,3.29,1030009.0,19661072.0
2009-01-14,3.4,3.51,3.49,3.4,675412.0,13356935.0
2009-01-15,3.48,3.57,3.57,3.39,1054671.0,21230298.0
2009-01-16,3.58,3.64,3.45,3.39,1870213.0,37249692.0
2009-01-19,3.43,3.48,3.35,3.31,2123004.0,40540540.0
2009-01-20,3.33,3.43,3.38,3.33,592150.0,11447697.0
2009-01-21,3.35,3.39,3.35,3.32,399255.0,7646867.0
2009-01-22,3.36,3.42,3.4,3.32,648493.0,12549091.0
2009-01-23,3.36,3.4,3.34,3.33,349331.0,6689106.0
2009-02-02,3.36,3.48,3.47,3.34,422770.0,8275928.0
2009-02-03,3.46,3.53,3.51,3.43,607140.0,12109409.0
2009-02-04,3.52,3.55,3.48,3.45,729140.0,14495497.0
2009-02-05,3.48,3.49,3.36,3.36,2078401.0,40701284.0
2009-02-06,3.36,3.45,3.42,3.36,1696140.0,33086520.0
2009-02-09,3.48,3.58,3.55,3.42,1829657.0,36636028.0
2009-02-10,3.55,3.86,3.83,3.55,2361593.0,50362484.0
2009-02-11,3.78,3.81,3.7,3.67,1655902.0,35280964.0
2009-02-12,3.68,3.72,3.68,3.51,923881.0,19119588.0
2009-02-13,3.69,3.72,3.71,3.59,1421856.0,29823450.0
2009-02-16,3.71,3.83,3.72,3.64,1228488.0,26124400.0
2009-02-17,3.79,3.93,3.81,3.74,2620380.0,58043896.0
2009-02-18,3.67,3.89,3.71,3.67,1293418.0,28112012.0
2009-02-19,3.7,3.82,3.79,3.67,653578.0,14014904.0
2009-02-20,3.81,4.06,4.04,3.81,2048995.0,46074924.0
2009-02-23,3.99,4.14,4.09,3.98,1375457.0,31968100.0
2009-02-24,4.02,4.09,3.83,3.83,1078951.0,24470612.0
2009-02-25,3.9,4.02,4.01,3.67,1156753.0,25292068.0
2009-02-26,3.99,4.04,3.67,3.61,898963.0,19633084.0
2009-02-27,3.62,3.72,3.55,3.41,801030.0,16215296.0
2009-03-02,3.55,3.6,3.55,3.46,401471.0,8152576.0
2009-03-03,3.47,3.55,3.5,3.39,574975.0,11453936.0
2009-03-04,3.54,3.73,3.67,3.54,876297.0,18314560.0
2009-03-05,3.73,3.76,3.63,3.58,1160772.0,24245188.0
2009-03-09,3.63,3.71,3.43,3.41,850628.0,16986638.0
2009-03-10,3.41,3.46,3.45,3.37,737269.0,14438839.0
2009-03-11,3.5,3.58,3.46,3.45,554682.0,11195277.0
2009-03-12,3.46,3.54,3.54,3.43,566252.0,11319439.0
2009-03-13,3.58,3.58,3.51,3.48,283057.0,5700508.0
2009-03-16,3.51,3.51,3.46,3.41,380186.0,7477040.0
2009-03-17,3.5,3.58,3.58,3.45,525717.0,10617466.0
2009-03-18,3.58,3.63,3.57,3.55,733310.0,15057544.0
2009-03-19,3.62,3.62,3.59,3.5,706416.0,14365272.0
2009-03-20,3.58,3.76,3.75,3.57,1326860.0,28192858.0
2009-03-23,3.76,3.79,3.71,3.69,1435659.0,30557584.0
2009-03-24,3.73,3.83,3.73,3.71,600872.0,12899324.0
2009-03-25,3.73,3.77,3.61,3.61,682840.0,14300269.0
2009-03-26,3.6,3.63,3.61,3.52,581146.0,11882815.0
2009-03-27,3.65,3.65,3.58,3.57,510726.0,10485386.0
2009-03-30,3.59,3.74,3.7,3.54,821297.0,17195238.0
2009-03-31,3.67,3.79,3.78,3.61,1063135.0,22729910.0
2009-04-01,3.76,3.81,3.77,3.74,867179.0,18702370.0
2009-04-02,3.78,3.8,3.77,3.73,1099476.0,23723008.0
2009-04-03,3.77,4.15,3.95,3.77,2181715.0,49341584.0
2009-04-07,3.99,4.1,4.0,3.92,1188689.0,27188250.0
2009-04-08,4.04,4.06,3.85,3.83,980788.0,21760766.0
2009-04-09,3.85,4.02,3.98,3.79,1201952.0,26820760.0
2009-04-10,4.0,4.1,4.08,3.98,934961.0,21693224.0
2009-04-13,4.08,4.22,4.1,4.08,1198340.0,28481018.0
2009-04-14,4.1,4.13,4.12,3.95,1326153.0,30679322.0
2009-04-15,4.1,4.28,4.22,4.0,1187421.0,28240274.0
2009-04-16,4.23,4.28,4.2,4.09,1044378.0,25026340.0
2009-04-17,4.11,4.19,3.99,3.98,784504.0,18113378.0
2009-04-20,3.94,4.07,4.05,3.91,478703.0,10959334.0
2009-04-21,3.98,4.18,4.1,3.98,1228939.0,28871036.0
2009-04-22,4.13,4.17,3.81,3.79,935048.0,21216516.0
2009-04-23,3.8,3.91,3.86,3.72,599750.0,13170518.0
2009-04-24,3.89,3.92,3.9,3.86,381806.0,8507758.0
2009-04-27,3.81,3.81,3.57,3.53,4539329.0,92790768.0
2009-04-28,3.52,3.63,3.59,3.47,1351438.0,27615022.0
2009-04-30,3.67,3.76,3.72,3.67,974749.0,20747700.0
2009-05-04,3.73,4.0,3.97,3.72,1101096.0,24207044.0
2009-05-05,4.0,4.12,4.11,3.91,999766.0,22981512.0
2009-05-06,4.07,4.13,4.09,4.02,889210.0,20787552.0
2009-05-07,4.11,4.12,3.97,3.92,558504.0,12763579.0
2009-05-08,3.97,4.08,3.96,3.88,594865.0,13500813.0
2009-05-11,3.96,4.02,3.79,3.79,592693.0,13020986.0
2009-05-12,3.71,3.83,3.8,3.71,457748.0,9786543.0
2009-05-13,3.78,3.87,3.84,3.78,530238.0,11601361.0
2009-05-14,3.79,3.9,3.87,3.78,237048.0,5208560.0
2009-05-15,3.88,3.9,3.83,3.79,259580.0,5698944.0
2009-05-18,3.81,3.86,3.86,3.78,258098.0,5628278.0
2009-05-19,3.88,3.93,3.84,3.81,493939.0,10877371.0
2009-05-20,3.83,3.86,3.76,3.76,566407.0,12327267.0
2009-05-21,3.74,3.75,3.66,3.64,752035.0,15824088.0
2009-05-22,3.69,3.74,3.74,3.66,234574.0,4969652.0
2009-05-25,3.67,3.79,3.79,3.62,731222.0,15446240.0
2009-05-26,3.79,3.98,3.92,3.72,1535565.0,34358208.0
2009-05-27,3.96,3.96,3.95,3.87,730148.0,16307846.0
2009-06-01,3.94,3.97,3.95,3.89,397279.0,8949829.0
2009-06-02,3.96,4.06,4.0,3.92,667130.0,15173238.0
2009-06-03,4.0,4.02,3.88,3.85,1614641.0,35982688.0
2009-06-04,3.88,3.88,3.76,3.74,1019002.0,22047944.0
2009-06-05,3.82,3.84,3.7,3.69,1506110.0,32118148.0
2009-06-08,3.7,3.8,3.67,3.65,1069678.0,22717660.0
2009-06-09,3.68,3.72,3.65,3.55,1279763.0,26472390.0
2009-06-10,3.66,3.79,3.77,3.66,1423376.0,30456980.0
2009-06-11,3.77,3.77,3.71,3.67,837899.0,13532887.0
2009-06-12,3.67,3.71,3.66,3.64,724863.0,11587811.0
2009-06-15,3.66,3.75,3.71,3.65,601125.0,9714330.0
2009-06-16,3.67,3.71,3.66,3.65,395641.0,6339869.0
2009-06-17,3.65,3.7,3.67,3.65,346150.0,5545336.0
2009-06-18,3.68,3.72,3.71,3.67,693105.0,11157454.0
2009-06-19,3.71,3.75,3.73,3.68,690879.0,11191900.0
2009-06-22,3.73,3.75,3.7,3.7,671412.0,10903758.0
2009-06-23,3.68,3.85,3.79,3.67,1631047.0,26964060.0
2009-06-24,3.76,3.83,3.82,3.72,874502.0,14451412.0
2009-06-25,3.82,3.94,3.86,3.82,1651274.0,27923620.0
2009-06-26,3.87,4.0,3.96,3.83,2022734.0,34773700.0
2009-06-29,3.96,4.03,3.94,3.9,2187658.0,37734412.0
2009-07-01,3.92,3.94,3.79,3.75,2477732.0,41052116.0
2009-07-02,3.79,3.85,3.82,3.76,987505.0,16399396.0
2009-07-03,3.82,4.01,3.92,3.82,1081942.0,18552832.0
2009-07-06,3.92,3.97,3.96,3.88,1280353.0,21914658.0
2009-07-07,3.97,4.11,4.07,3.95,1718108.0,30283882.0
2009-07-08,4.08,4.23,4.19,3.99,1803603.0,32640292.0
2009-07-09,4.34,4.34,4.17,4.13,1674593.0,30881374.0
2009-07-10,4.15,4.28,4.17,4.08,1051756.0,19317942.0
2009-07-13,4.13,4.18,4.1,4.03,1427881.0,25618568.0
2009-07-14,4.11,4.26,4.19,4.09,1450006.0,26335378.0
2009-07-15,4.19,4.33,4.32,4.13,2843446.0,52536560.0
2009-07-16,4.34,4.35,4.18,4.17,1279212.0,23634348.0
2009-07-17,4.18,4.22,4.16,4.08,1099266.0,19901728.0
2009-07-20,4.19,4.2,4.19,4.08,1159127.0,21005178.0
2009-07-21,4.59,4.6,4.42,4.39,5620926.0,110139360.0
2009-07-22,4.29,4.51,4.48,4.24,3443201.0,65928796.0
2009-07-23,4.44,4.57,4.43,4.37,1692102.0,32974408.0
2009-07-24,4.45,4.49,4.42,4.34,1655031.0,31795106.0
2009-07-27,4.41,4.5,4.43,4.38,1290251.0,24967302.0
2009-07-28,4.42,4.44,4.44,4.32,1188796.0,22686072.0
2009-07-29,4.43,4.53,4.19,4.1,2244381.0,42708124.0
2009-07-30,4.21,4.28,4.28,4.15,1160475.0,21440856.0
2009-07-31,4.3,4.33,4.3,4.22,2068346.0,38602808.0
2009-08-03,4.31,4.42,4.41,4.25,1436389.0,27358270.0
2009-08-04,4.38,4.47,4.45,4.33,1876599.0,36063264.0
2009-08-05,4.48,4.49,4.37,4.33,1478249.0,28358896.0
2009-08-06,4.33,4.4,4.33,4.24,924943.0,17340122.0
2009-08-07,4.33,4.46,4.42,4.31,1769454.0,33911116.0
2009-08-10,4.47,4.74,4.65,4.45,5809254.0,116587360.0
2009-08-11,4.59,4.65,4.62,4.51,1824017.0,36492188.0
2009-08-12,4.6,4.6,4.39,4.36,1702578.0,33104246.0
2009-08-13,4.41,4.58,4.38,4.38,1897781.0,37081188.0
2009-08-14,4.32,4.32,4.11,4.06,2562373.0,46658872.0
2009-08-17,4.14,4.21,4.1,4.07,2027083.0,36423068.0
2009-08-18,4.08,4.31,4.31,4.08,1440675.0,26261826.0
2009-08-19,4.31,4.57,4.37,4.26,3205812.0,61944688.0
2009-08-20,4.4,4.48,4.45,4.26,1719523.0,32839716.0
2009-08-21,4.4,4.79,4.74,4.4,3860839.0,77860256.0
2009-08-24,4.69,5.0,4.89,4.61,3471193.0,73713712.0
2009-08-25,4.89,5.08,4.9,4.72,3372052.0,71972264.0
2009-08-26,4.91,5.11,5.05,4.82,3633511.0,79489016.0
2009-08-27,4.98,5.09,4.86,4.84,2581565.0,55522792.0
2009-08-28,4.97,4.97,4.85,4.81,1332129.0,28264654.0
2009-09-01,4.44,4.62,4.55,4.38,2332154.0,45767836.0
2009-09-02,4.51,4.63,4.54,4.45,1389994.0,27585900.0
2009-09-03,4.54,4.72,4.66,4.45,3421364.0,68158536.0
2009-09-04,4.63,4.72,4.66,4.54,1411584.0,28438740.0
2009-09-07,4.65,4.85,4.82,4.63,2603190.0,54245204.0
2009-09-08,4.73,4.93,4.84,4.71,1170827.0,24587842.0
2009-09-09,4.77,4.83,4.77,4.68,1129916.0,23366784.0
2009-09-10,4.75,4.78,4.65,4.65,948951.0,19461738.0
2009-09-11,4.65,4.81,4.78,4.65,938762.0,19377534.0
2009-09-14,4.71,4.96,4.89,4.71,1927222.0,40852372.0
2009-09-15,4.86,4.96,4.91,4.84,1368056.0,29380896.0
2009-09-16,4.91,5.19,5.18,4.86,2156051.0,47264220.0
2009-09-17,5.16,5.51,5.29,5.09,2468847.0,57613572.0
2009-09-18,5.27,5.35,5.03,4.92,1667417.0,37459664.0
2009-09-21,5.02,5.35,5.33,4.94,1259599.0,28227154.0
2009-09-22,5.27,5.5,5.06,5.04,2189796.0,51148284.0
2009-09-23,5.06,5.2,4.97,4.9,1597898.0,35158352.0
2009-09-24,4.91,5.0,4.82,4.7,1288066.0,27071062.0
2009-09-25,4.81,4.95,4.85,4.79,559125.0,11879902.0
2009-09-28,4.92,4.92,4.68,4.68,698868.0,14579710.0
2009-09-29,4.68,4.77,4.64,4.51,1075852.0,21580144.0
2009-09-30,4.67,4.77,4.74,4.66,566955.0,11683963.0
2009-10-09,4.81,4.99,4.97,4.77,676865.0,14506891.0
2009-10-12,4.97,5.12,5.02,4.95,752806.0,16544127.0
2009-10-13,5.02,5.04,5.03,4.94,457859.0,9980854.0
2009-10-14,5.07,5.17,5.09,5.03,966192.0,21618898.0
2009-10-15,5.09,5.18,5.12,5.07,602872.0,13441941.0
2009-10-16,5.12,5.14,5.03,4.86,877394.0,19129108.0
2009-10-19,5.01,5.11,5.02,4.95,1163457.0,25543300.0
2009-10-20,5.03,5.19,5.19,5.03,1916698.0,42844680.0
2009-10-21,5.2,5.38,5.21,5.19,1722273.0,39705544.0
2009-10-22,5.26,5.26,5.12,5.01,1959521.0,43411220.0
2009-10-23,5.08,5.19,5.18,5.08,1211473.0,27258546.0
2009-10-26,5.24,5.38,5.35,5.18,2168887.0,50249928.0
